,n,convLM,convGN,convGNbc,nitsLM,nitsGN,nitsGNbc,caso
111,11,1,0,1,11,30,7,1
112,12,1,0,1,11,30,8,1
113,13,1,0,1,11,30,7,1
114,14,1,0,1,11,30,8,1
115,15,1,0,1,11,30,8,1
116,16,1,0,1,11,30,8,1
117,17,1,0,1,11,30,8,1
118,18,1,0,1,11,30,8,1
119,19,1,0,1,11,30,7,1
120,20,1,0,1,11,30,8,1
121,21,1,0,1,11,30,8,1
122,22,1,0,1,11,30,8,1
123,23,1,0,1,11,30,8,1
124,24,1,0,1,11,30,8,1
125,25,1,0,1,11,30,8,1
126,26,1,0,1,11,30,8,1
127,27,1,1,1,11,15,8,1
128,28,1,0,1,11,30,8,1
129,29,1,0,1,11,30,8,1
130,30,1,0,1,11,30,8,1
131,31,1,0,1,11,30,8,1
132,32,1,0,1,11,30,7,1
133,33,1,0,1,11,30,7,1
134,34,1,0,1,11,30,7,1
135,35,1,0,1,11,30,8,1
136,36,1,0,1,11,30,8,1
137,37,1,0,1,11,30,8,1
138,38,1,0,1,11,30,8,1
139,39,1,0,1,11,30,8,1
140,40,1,0,1,11,30,8,1
141,41,1,0,1,11,30,8,1
142,42,1,0,1,11,30,7,1
143,43,1,0,1,11,30,8,1
144,44,1,0,1,11,30,8,1
145,45,1,0,1,11,30,7,1
146,46,1,0,1,11,30,8,1
147,47,1,0,1,11,30,7,1
148,48,1,0,1,12,30,8,1
149,49,1,0,1,11,30,8,1
150,50,1,0,1,11,30,8,1
151,51,1,0,1,11,30,8,1
152,52,1,0,1,11,30,8,1
153,53,1,0,1,11,30,7,1
154,54,1,0,1,11,30,8,1
155,55,1,0,1,11,30,7,1
156,56,1,0,1,11,30,8,1
157,57,1,0,1,11,30,8,1
158,58,1,0,1,11,30,7,1
159,59,1,0,1,12,30,8,1
160,60,1,0,1,11,30,8,1
161,61,1,0,1,11,30,7,1
162,62,1,0,1,11,30,8,1
163,63,1,0,1,12,30,8,1
164,64,1,0,1,11,30,8,1
165,65,1,0,1,11,30,8,1
166,66,1,0,1,11,30,8,1
167,67,1,0,1,11,30,8,1
168,68,1,0,1,11,30,8,1
169,69,1,0,1,11,30,8,1
170,70,1,0,1,11,30,8,1
171,71,1,0,1,11,30,8,1
172,72,1,0,1,11,30,8,1
173,73,1,0,1,11,30,8,1
174,74,1,0,1,11,30,7,1
175,75,1,0,1,11,30,7,1
176,76,1,0,1,11,30,7,1
177,77,1,0,1,11,30,8,1
178,78,1,0,1,11,30,7,1
179,79,1,0,1,11,30,8,1
180,80,1,0,1,11,30,8,1
181,81,1,0,1,11,30,8,1
182,82,1,0,1,11,30,8,1
183,83,1,0,1,11,30,8,1
184,84,1,0,1,11,30,8,1
185,85,1,0,1,11,30,8,1
186,86,1,0,1,11,30,8,1
187,87,1,0,1,11,30,8,1
188,88,1,0,1,11,30,8,1
189,89,1,0,1,11,30,7,1
190,90,1,0,1,11,30,7,1
191,91,1,0,1,11,30,7,1
192,92,1,0,1,11,30,8,1
193,93,1,0,1,11,30,7,1
194,94,1,0,1,11,30,8,1
195,95,1,0,1,11,30,8,1
196,96,1,0,1,11,30,7,1
197,97,1,0,1,11,30,8,1
198,98,1,0,1,11,30,8,1
199,99,1,0,1,12,30,8,1
200,0,1,0,1,22,30,6,2
201,1,1,0,1,12,30,6,2
202,2,1,0,1,23,30,6,2
203,3,1,0,1,14,30,6,2
204,4,1,0,1,21,30,6,2
205,5,1,0,1,12,30,6,2
206,6,1,0,1,29,30,6,2
207,7,1,0,1,12,30,6,2
208,8,1,0,1,13,30,6,2
209,9,1,0,1,12,30,6,2
210,10,1,0,1,12,30,6,2
211,11,1,0,1,13,30,6,2
212,12,1,0,1,11,30,6,2
213,13,1,0,1,12,30,6,2
214,14,0,0,1,30,30,6,2
215,15,1,0,1,21,30,6,2
216,16,1,0,1,13,30,6,2
217,17,1,0,1,13,30,6,2
218,18,1,0,1,10,30,6,2
219,19,1,0,1,13,30,6,2
220,20,1,0,1,18,30,6,2
221,21,1,0,1,11,30,6,2
222,22,1,0,1,17,30,6,2
223,23,1,0,1,11,30,6,2
224,24,1,0,1,13,30,6,2
225,25,1,0,1,23,30,6,2
226,26,1,0,1,12,30,6,2
227,27,1,0,1,11,30,6,2
228,28,1,0,1,12,30,6,2
229,29,1,0,1,13,30,6,2
230,30,1,0,1,11,30,6,2
231,31,1,0,1,13,30,6,2
232,32,1,0,1,11,30,6,2
233,33,1,0,1,22,30,6,2
234,34,1,0,1,11,30,6,2
235,35,1,0,1,11,30,6,2
236,36,1,0,1,18,30,6,2
237,37,1,0,1,13,30,6,2
238,38,1,0,1,20,30,6,2
239,39,1,0,1,12,30,6,2
240,40,1,0,1,14,30,6,2
241,41,1,0,1,12,30,6,2
242,42,0,0,1,30,30,6,2
243,43,1,0,1,12,30,6,2
244,44,0,0,1,30,30,6,2
245,45,1,0,1,12,30,6,2
246,46,1,0,1,10,30,6,2
247,47,1,0,1,12,30,6,2
248,48,1,0,1,13,30,6,2
249,49,1,0,1,23,30,6,2
250,50,1,0,1,20,30,6,2
251,51,1,0,1,12,30,6,2
252,52,1,0,1,12,30,6,2
253,53,1,0,1,10,30,6,2
254,54,1,0,1,12,30,6,2
255,55,1,0,1,11,30,6,2
256,56,1,0,1,13,30,6,2
257,57,1,0,1,22,30,6,2
258,58,1,0,1,12,30,6,2
259,59,1,0,1,12,30,6,2
260,60,1,0,1,12,30,6,2
261,61,1,0,1,12,30,6,2
262,62,1,0,1,13,30,6,2
263,63,1,0,1,26,30,6,2
264,64,0,0,1,30,30,6,2
265,65,1,0,1,12,30,6,2
266,66,0,0,1,30,30,6,2
267,67,1,0,1,12,30,6,2
268,68,1,0,1,17,30,6,2
269,69,1,0,1,17,30,6,2
270,70,0,0,1,30,30,6,2
271,71,1,0,1,12,30,6,2
272,72,1,0,1,12,30,6,2
273,73,1,0,1,13,30,6,2
274,74,1,0,1,13,30,6,2
275,75,1,0,1,13,30,6,2
276,76,1,0,1,14,30,6,2
277,77,1,0,1,11,30,6,2
278,78,1,0,1,18,30,6,2
279,79,1,0,1,13,30,6,2
280,80,1,0,1,12,30,6,2
281,81,1,0,1,18,30,6,2
282,82,1,0,1,13,30,6,2
283,83,1,0,1,13,30,6,2
284,84,1,0,1,12,30,6,2
285,85,1,0,1,10,30,6,2
286,86,1,0,1,21,30,6,2
287,87,1,0,1,13,30,6,2
288,88,1,0,1,19,30,6,2
289,89,1,0,1,12,30,6,2
290,90,1,0,1,12,30,6,2
291,91,1,0,1,17,30,6,2
292,92,1,0,1,13,30,6,2
293,93,1,0,1,13,30,6,2
294,94,1,0,1,19,30,6,2
295,95,0,0,1,30,30,6,2
296,96,1,0,1,13,30,6,2
297,97,0,0,1,30,30,6,2
298,98,1,0,1,23,30,6,2
299,99,1,0,1,11,30,6,2
300,0,1,0,1,8,30,5,3
301,1,1,0,1,8,30,5,3
302,2,1,0,1,9,30,5,3
303,3,1,0,1,8,30,5,3
304,4,1,0,1,8,30,5,3
305,5,1,0,1,8,30,5,3
306,6,1,0,1,8,30,5,3
307,7,1,0,1,8,30,5,3
308,8,1,0,1,8,30,5,3
309,9,1,0,1,8,30,5,3
310,10,1,0,1,8,30,5,3
311,11,1,0,1,9,30,5,3
312,12,1,0,1,8,30,5,3
313,13,1,0,1,8,30,5,3
314,14,1,0,1,9,30,5,3
315,15,1,0,1,9,30,5,3
316,16,1,0,1,8,30,5,3
317,17,1,0,1,8,30,5,3
318,18,1,0,1,8,30,5,3
319,19,1,0,1,8,30,5,3
320,20,1,0,1,8,30,5,3
321,21,1,0,1,8,30,5,3
322,22,1,0,1,8,30,5,3
323,23,1,0,1,8,30,5,3
324,24,1,0,1,9,30,5,3
325,25,1,0,1,8,30,5,3
326,26,1,0,1,8,30,5,3
327,27,1,0,1,8,30,5,3
328,28,1,0,1,8,30,5,3
329,29,1,0,1,8,30,5,3
330,30,1,0,1,8,30,5,3
331,31,1,0,1,8,30,5,3
332,32,1,0,1,8,30,5,3
333,33,1,0,1,9,30,5,3
334,34,1,0,1,8,30,5,3
335,35,1,0,1,8,30,5,3
336,36,1,0,1,8,30,5,3
337,37,1,0,1,8,30,5,3
338,38,1,0,1,8,30,5,3
339,39,1,0,1,8,30,5,3
340,40,1,0,1,9,30,5,3
341,41,1,0,1,8,30,5,3
342,42,1,0,1,8,30,5,3
343,43,1,0,1,8,30,5,3
344,44,1,0,1,8,30,5,3
345,45,1,0,1,9,30,5,3
346,46,1,0,1,8,30,5,3
347,47,1,0,1,8,30,5,3
348,48,1,0,1,8,30,5,3
349,49,1,0,1,8,30,5,3
350,50,1,0,1,8,30,5,3
351,51,1,0,1,8,30,5,3
352,52,1,0,1,8,30,5,3
353,53,1,0,1,8,30,5,3
354,54,1,0,1,8,30,5,3
355,55,1,0,1,8,30,5,3
356,56,1,0,1,8,30,5,3
357,57,1,0,1,8,30,5,3
358,58,1,0,1,8,30,5,3
359,59,1,0,1,9,30,5,3
360,60,1,0,1,8,30,5,3
361,61,1,0,1,8,30,5,3
362,62,1,0,1,8,30,5,3
363,63,1,0,1,8,30,5,3
364,64,1,0,1,8,30,5,3
365,65,1,0,1,8,30,5,3
366,66,1,0,1,9,30,5,3
367,67,1,0,1,8,30,5,3
368,68,1,0,1,8,30,5,3
369,69,1,0,1,8,30,5,3
370,70,1,0,1,8,30,5,3
371,71,1,0,1,8,30,5,3
372,72,1,0,1,8,30,5,3
373,73,1,0,1,8,30,5,3
374,74,1,0,1,8,30,5,3
375,75,1,0,1,8,30,5,3
376,76,1,0,1,8,30,5,3
377,77,1,0,1,8,30,5,3
378,78,1,0,1,8,30,5,3
379,79,1,0,1,9,30,5,3
380,80,1,0,1,8,30,5,3
381,81,1,0,1,8,30,5,3
382,82,1,0,1,8,30,5,3
383,83,1,0,1,8,30,5,3
384,84,1,0,1,9,30,5,3
385,85,1,0,1,8,30,5,3
386,86,1,0,1,8,30,5,3
387,87,1,0,1,8,30,5,3
388,88,1,0,1,8,30,5,3
389,89,1,0,1,8,30,5,3
390,90,1,0,1,9,30,5,3
391,91,1,0,1,8,30,5,3
392,92,1,0,1,8,30,5,3
393,93,1,0,1,8,30,5,3
394,94,1,0,1,8,30,5,3
395,95,1,0,1,8,30,5,3
396,96,1,0,1,8,30,5,3
397,97,1,0,1,8,30,5,3
398,98,1,0,1,8,30,5,3
399,99,1,0,1,8,30,5,3
