,n,convLM,convGN,convGNbc,nitsLM,nitsGN,nitsGNbc,caso
353,53,1,0,0,6,30,30,3
354,54,1,0,0,6,30,30,3
355,55,1,0,0,6,30,30,3
356,56,1,0,0,6,30,30,3
357,57,1,0,0,6,30,30,3
358,58,1,0,0,6,30,30,3
359,59,1,0,0,6,30,30,3
360,60,1,0,0,6,30,30,3
361,61,1,0,0,6,30,30,3
362,62,1,0,0,6,30,30,3
363,63,1,0,0,6,30,30,3
364,64,1,0,0,6,30,30,3
365,65,1,0,0,6,30,30,3
366,66,1,0,0,6,30,30,3
367,67,1,0,0,6,30,30,3
368,68,1,0,0,6,30,30,3
369,69,1,0,0,6,30,30,3
370,70,1,0,0,6,30,30,3
371,71,1,0,0,6,30,30,3
372,72,1,0,0,6,30,30,3
373,73,1,0,0,6,30,30,3
374,74,1,0,0,6,30,30,3
375,75,1,0,0,6,30,30,3
376,76,1,0,0,6,30,30,3
377,77,1,0,0,6,30,30,3
378,78,1,0,0,6,30,30,3
379,79,1,0,0,6,30,30,3
380,80,1,0,0,6,30,30,3
381,81,1,0,0,6,30,30,3
382,82,1,0,0,6,30,30,3
383,83,1,0,0,6,30,30,3
384,84,1,0,0,6,30,30,3
385,85,1,0,0,6,30,30,3
386,86,1,0,0,6,30,30,3
387,87,1,0,0,6,30,30,3
388,88,1,0,0,6,30,30,3
389,89,1,0,0,6,30,30,3
390,90,1,0,0,6,30,30,3
391,91,1,0,0,6,30,30,3
392,92,1,0,0,6,30,30,3
393,93,1,0,0,6,30,30,3
394,94,1,0,0,6,30,30,3
395,95,1,0,0,6,30,30,3
396,96,1,0,0,6,30,30,3
397,97,1,0,0,6,30,30,3
398,98,1,0,0,6,30,30,3
399,99,1,0,0,6,30,30,3
