27,2,71,13,0,0,1,0.968,15.6044388201948,138,1,1.06,0.94
28,1,17,7,0,0,1,0.961568103206726,13.8788714729046,138,1,1.06,0.94
29,1,24,4,0,0,1,0.963216333439546,12.8854197908031,138,1,1.06,0.94
30,1,0,0,0,0,1,0.98533261161542,19.0337534427126,345,1,1.06,0.94
31,2,43,27,0,0,1,0.967,13.0018985239599,138,1,1.06,0.94
32,2,59,23,0,0,1,0.963,15.0606405166229,138,1,1.06,0.94
33,1,23,9,0,0,1,0.970934140964273,10.8537729974041,138,1,1.06,0.94
34,2,59,26,0,14,1,0.984,11.5114162938975,138,1,1.06,0.94
35,1,33,9,0,0,1,0.980452459754329,11.0550502394483,138,1,1.06,0.94
36,2,31,17,0,0,1,0.98,11.0555118484467,138,1,1.06,0.94
37,1,0,0,0,-25,1,0.99066135243184,11.9666792032498,138,1,1.06,0.94
38,1,0,0,0,0,1,0.961285733505855,17.1075900828015,345,1,1.06,0.94
39,1,27,11,0,0,1,0.969961083223846,8.57658401073636,138,1,1.06,0.94
40,2,66,23,0,0,1,0.97,7.49550548591042,138,1,1.06,0.94
41,1,37,10,0,0,1,0.966832469273565,7.05155072462761,138,1,1.06,0.94
42,2,96,23,0,0,1,0.985,8.65289038367534,138,1,1.06,0.94
43,1,18,7,0,0,1,0.977121467906312,11.4603593637614,138,1,1.06,0.94
44,1,16,8,0,10,1,0.984436022054769,13.9432795772713,138,1,1.06,0.94
45,1,53,22,0,10,1,0.986382562212134,15.7725837965078,138,1,1.06,0.94
46,2,28,10,0,10,1,1.005,18.5757329720192,138,1,1.06,0.94
47,1,34,0,0,0,1,1.01705181214812,20.7991252009843,138,1,1.06,0.94
48,1,20,11,0,15,1,1.02063337560098,20.0185031116016,138,1,1.06,0.94
49,2,87,30,0,0,1,1.025,21.0216131803726,138,1,1.06,0.94
50,1,17,4,0,0,1,1.00108276010055,18.9828549757988,138,1,1.06,0.94
51,1,17,8,0,0,1,0.966876692963743,16.3641830019684,138,1,1.06,0.94
52,1,18,5,0,0,1,0.956817989351505,15.4108512646184,138,1,1.06,0.94
53,1,23,11,0,0,1,0.94598290010519,14.4361487334258,138,1,1.06,0.94
54,2,113,32,0,0,1,0.955,15.3480526620006,138,1,1.06,0.94
55,2,63,22,0,0,1,0.952,15.0582167754799,138,1,1.06,0.94
56,2,84,18,0,0,1,0.954,15.2448702304395,138,1,1.06,0.94
57,1,12,3,0,0,1,0.97058252938276,16.4492306954578,138,1,1.06,0.94
58,1,12,3,0,0,1,0.959038671572309,15.5924842532378,138,1,1.06,0.94
59,2,277,113,0,0,1,0.985,19.4484651955146,138,1,1.06,0.94
60,1,78,3,0,0,1,0.993156250849287,23.2301203273974,138,1,1.06,0.94
61,2,0,0,0,0,1,0.995,24.12148593506,138,1,1.06,0.94
62,2,77,14,0,0,1,0.998,23.5048339491735,138,1,1.06,0.94
63,1,0,0,0,0,1,0.968737013329186,22.8274090367632,345,1,1.06,0.94
64,1,0,0,0,0,1,0.98373859799482,24.5933612769942,345,1,1.06,0.94
65,2,0,0,0,0,1,1.005,27.7191033392852,345,1,1.06,0.94
66,2,39,18,0,0,1,1.05,27.5586788021541,138,1,1.06,0.94
67,1,28,7,0,0,1,1.0196817598065,24.9189662886517,138,1,1.06,0.94
68,1,0,0,0,0,1,1.00324942039295,27.5978327823203,345,1,1.06,0.94
69,3,0,0,0,0,1,1.035,30,138,1,1.06,0.94
70,2,66,20,0,0,1,0.984,22.6179202543306,138,1,1.06,0.94
71,1,0,0,0,0,1,0.986844526654157,22.2069027492514,138,1,1.06,0.94
72,2,12,0,0,0,1,0.98,21.1085613763646,138,1,1.06,0.94
73,2,6,0,0,0,1,0.991,21.9954094310341,138,1,1.06,0.94
74,2,68,27,0,12,1,0.958,21.6685623148735,138,1,1.06,0.94
75,1,47,11,0,0,1,0.967331885046329,22.9302106643438,138,1,1.06,0.94
76,2,68,36,0,0,1,0.943,21.798787419356,138,1,1.06,0.94
77,2,61,28,0,0,1,1.006,26.7506367576078,138,1,1.06,0.94
78,1,71,26,0,0,1,1.0034237178123,26.4466126504719,138,1,1.06,0.94
79,1,39,32,0,20,1,1.00922306930682,26.7454368764159,138,1,1.06,0.94
80,2,130,26,0,0,1,1.04,28.9900691978384,138,1,1.06,0.94
81,1,0,0,0,0,1,0.996806640097595,28.1448898454246,345,1,1.06,0.94
82,1,54,27,0,20,1,0.988545249425326,27.2717371756567,138,1,1.06,0.94
83,1,20,10,0,10,1,0.984377070336589,28.4639460326048,138,1,1.06,0.94
84,1,11,7,0,0,1,0.979703861348098,31.0003090077816,138,1,1.06,0.94
85,2,24,15,0,0,1,0.985,32.5556213196903,138,1,1.06,0.94
86,1,21,10,0,0,1,0.986690746384948,31.1861725883143,138,1,1.06,0.94
87,2,0,0,0,0,1,1.015,31.4453850250931,161,1,1.06,0.94
88,1,48,10,0,0,1,0.98745330169793,35.6903509761006,138,1,1.06,0.94
89,2,0,0,0,0,1,1.005,39.7483433893705,138,1,1.06,0.94
90,2,163,42,0,0,1,0.985,33.338370079265,138,1,1.06,0.94
91,2,10,0,0,0,1,0.98,33.3506352678323,138,1,1.06,0.94
92,2,65,10,0,0,1,0.99,33.8807994110846,138,1,1.06,0.94
93,1,12,7,0,0,1,0.985433166627375,30.8490951840336,138,1,1.06,0.94
94,1,30,16,0,0,1,0.989830477846018,28.6822050354636,138,1,1.06,0.94
95,1,42,31,0,0,1,0.980331873038868,27.7095563873154,138,1,1.06,0.94
96,1,38,15,0,0,1,0.992282652443743,27.5425858730115,138,1,1.06,0.94
97,1,15,9,0,0,1,1.01116616897785,27.9158429598596,138,1,1.06,0.94
98,1,34,8,0,0,1,1.02350860024756,27.4333494102685,138,1,1.06,0.94
99,2,42,0,0,0,1,1.01,27.0667671026215,138,1,1.06,0.94
100,2,37,18,0,0,1,1.017,28.058841987189,138,1,1.06,0.94
101,1,22,15,0,0,1,0.991419613232052,29.6468823063655,138,1,1.06,0.94
102,1,5,3,0,0,1,0.989130815399723,32.36498610399,138,1,1.06,0.94
103,2,23,16,0,0,1,1.01,24.3177520915019,138,1,1.06,0.94
104,2,38,25,0,0,1,0.971,21.7477670112137,138,1,1.06,0.94
105,2,31,26,0,20,1,0.965,20.6435652864244,138,1,1.06,0.94
106,1,43,16,0,0,1,0.961146317533869,20.3834043539539,138,1,1.06,0.94
107,2,50,12,0,6,1,0.952,17.5826677844326,138,1,1.06,0.94
108,1,2,1,0,0,1,0.966211753599049,19.4434845566604,138,1,1.06,0.94
109,1,8,3,0,0,1,0.967025527495303,18.9908863693124,138,1,1.06,0.94
110,2,39,30,0,6,1,0.973,18.1440268659262,138,1,1.06,0.94
111,2,0,0,0,0,1,0.98,19.7891077635212,138,1,1.06,0.94
112,2,68,13,0,0,1,0.975,15.0448092924833,138,1,1.06,0.94
113,2,6,0,0,0,1,0.993,13.9925821821342,138,1,1.06,0.94
114,1,8,3,0,0,1,0.960093070939376,14.7264064510244,138,1,1.06,0.94
115,1,22,7,0,0,1,0.960022863780105,14.718126270604,138,1,1.06,0.94
116,2,184,0,0,0,1,1.005,27.1628445593464,138,1,1.06,0.94
117,1,20,8,0,0,1,0.973824446809215,10.9479116411533,138,1,1.06,0.94
118,1,33,15,0,0,1,0.949437532052421,21.941866628112,138,1,1.06,0.94
