1,Pmk ,-1,158,-0.309212027,-0.309212027,0.0020614140,0
1,Pmk ,-1,163,-0.045895347,-0.045895347,0.0003059690,0
1,Pmk ,-1,166,0.058526289,0.058526289,0.0003901750,0
1,Pmk ,-1,167,0.233137950,0.233137950,0.0015542530,0
1,Pmk ,-1,174,-0.422485649,-0.422485649,0.0028165710,0
1,Pmk ,-1,175,-0.591488879,-0.591488879,0.0039432590,0
1,Pmk ,-1,176,-0.483344010,-0.483344010,0.0032222930,0
1,Pmk ,-1,178,-0.263472925,-0.263472925,0.0017564860,0
1,Pmk ,-1,180,-0.236527075,-0.236527075,0.0015768470,0
1,Pmk ,-1,182,-0.136067554,-0.136067554,0.0009071170,0
1,Pmk ,-1,183,0.360000000,0.360000000,0.0024000000,0
1,Pmk ,-1,184,-0.680000000,-0.680000000,0.0045333330,0
