65,68,0.00138,0.016,0.638,0,0,0,0,0,1,-360,360,14.182,-22.433,-14.178,-41.847
17,31,0.0474,0.1563,0.0399,0,0,0,0,0,1,-360,360,14.766,11.522,-14.574,-14.731
40,41,0.0145,0.0487,0.01222,0,0,0,0,0,1,-360,360,15.448,1.1926,-15.41,-2.2135
28,29,0.0237,0.0943,0.0238,0,0,0,0,0,1,-360,360,15.655,-6.5679,-15.585,4.6439
70,74,0.0401,0.1323,0.03368,0,0,0,0,0,1,-360,360,16.208,12.893,-16.011,-15.422
7,12,0.00862,0.034,0.00874,0,0,0,0,0,1,-360,360,16.48,-6.5052,-16.453,5.7563
70,71,0.00882,0.0355,0.00878,0,0,0,0,0,1,-360,360,16.653,-12.377,-16.615,11.678
85,86,0.035,0.123,0.0276,0,0,0,0,0,1,-360,360,17.172,-7.3537,-17.053,5.091
12,14,0.0215,0.0707,0.01816,0,0,0,0,0,1,-360,360,18.314,2.623,-18.238,-4.1405
54,56,0.00275,0.00955,0.00732,0,0,0,0,0,1,-360,360,18.528,4.3464,-18.517,-4.975
51,58,0.0255,0.0719,0.01788,0,0,0,0,0,1,-360,360,18.786,3.1587,-18.686,-4.533
80,96,0.0356,0.182,0.0494,0,0,0,0,0,1,-360,360,18.967,21.067,-18.663,-24.617
18,19,0.01119,0.0493,0.01142,0,0,0,0,0,1,-360,360,19.39,16.831,-19.31,-17.547
80,99,0.0454,0.206,0.0546,0,0,0,0,0,1,-360,360,19.564,8.1684,-19.352,-12.941
94,96,0.0269,0.0869,0.023,0,0,0,0,0,1,-360,360,19.788,-9.8217,-19.66,7.977
12,117,0.0329,0.14,0.0358,0,0,0,0,0,1,-360,360,20.153,5.1973,-20,-8
27,115,0.0164,0.0741,0.01972,0,0,0,0,0,1,-360,360,20.724,5.0604,-20.642,-6.5251
108,109,0.0105,0.0288,0.0076,0,0,0,0,0,1,-360,360,21.775,-10.922,-21.709,10.393
105,108,0.0261,0.0703,0.01844,0,0,0,0,0,1,-360,360,23.965,-11.128,-23.775,9.9223
106,107,0.053,0.183,0.0472,0,0,0,0,0,1,-360,360,23.984,-3.7253,-23.653,0.55053
61,62,0.00824,0.0376,0.0098,0,0,0,0,0,1,-360,360,25.493,-13.858,-25.424,13.199
80,97,0.0183,0.0934,0.0254,0,0,0,0,0,1,-360,360,26.423,25.753,-26.181,-27.187
105,107,0.053,0.183,0.0472,0,0,0,0,0,1,-360,360,26.755,-2.3749,-26.347,-0.55489
39,40,0.0184,0.0605,0.01552,0,0,0,0,0,1,-360,360,26.917,-8.7019,-26.763,7.7485
51,52,0.0203,0.0588,0.01396,0,0,0,0,0,1,-360,360,28.559,6.2457,-28.371,-6.9943
80,98,0.0238,0.108,0.0286,0,0,0,0,0,1,-360,360,28.949,8.3181,-28.743,-10.429
34,36,0.00871,0.0268,0.00568,0,0,0,0,0,1,-360,360,30.246,4.6955,-30.162,-4.9832
64,61,0,0.0268,0,0,0,0,0.985,0,1,-360,360,30.537,13.986,-30.537,-13.683
92,100,0.0648,0.295,0.0472,0,0,0,0,0,1,-360,360,31.497,-16.532,-30.707,15.373
103,104,0.0466,0.1584,0.0407,0,0,0,0,0,1,-360,360,32.452,13.867,-31.855,-15.832
27,28,0.01913,0.0855,0.0216,0,0,0,0,0,1,-360,360,32.876,-0.59206,-32.655,-0.43214
11,12,0.00595,0.0196,0.00502,0,0,0,0,0,1,-360,360,34.295,-35.137,-34.148,35.131
11,13,0.02225,0.0731,0.01876,0,0,0,0,0,1,-360,360,35.085,11.408,-34.768,-12.156
6,7,0.00459,0.0208,0.0055,0,0,0,0,0,1,-360,360,35.54,-4.7715,-35.48,4.5052
50,57,0.0474,0.134,0.0332,0,0,0,0,0,1,-360,360,35.875,9.141,-35.211,-10.491
49,54,0.0869,0.291,0.073,0,0,0,0,0,1,-360,360,37.744,11.198,-36.379,-13.79
49,54,0.073,0.289,0.0738,0,0,0,0,0,1,-360,360,37.766,13.07,-36.575,-15.599
75,118,0.0145,0.0481,0.01198,0,0,0,0,0,1,-360,360,40.215,23.588,-39.874,-23.557
94,95,0.0132,0.0434,0.0111,0,0,0,0,0,1,-360,360,40.861,9.0142,-40.624,-9.3113
103,105,0.0535,0.1625,0.0408,0,0,0,0,0,1,-360,360,43.351,12.849,-42.249,-13.48
37,40,0.0593,0.168,0.042,0,0,0,0,0,1,-360,360,44.021,-3.675,-42.849,2.9599
92,102,0.0123,0.0559,0.01464,0,0,0,0,0,1,-360,360,44.651,-8.3899,-44.393,8.127
93,94,0.0223,0.0732,0.01876,0,0,0,0,0,1,-360,360,44.72,-19.501,-44.181,19.44
77,78,0.00376,0.0124,0.01264,0,0,0,0,0,1,-360,360,45.395,6.6113,-45.316,-7.6283
104,105,0.00994,0.0378,0.00986,0,0,0,0,0,1,-360,360,48.584,2.6323,-48.334,-2.6061
92,94,0.0481,0.158,0.0406,0,0,0,0,0,1,-360,360,52.17,-15.214,-50.749,15.905
66,67,0.0224,0.1015,0.02682,0,0,0,0,0,1,-360,360,53.161,19.273,-52.499,-19.147
49,50,0.0267,0.0752,0.01874,0,0,0,0,0,1,-360,360,53.66,13.427,-52.875,-13.141
37,39,0.0321,0.106,0.027,0,0,0,0,0,1,-360,360,54.909,2.9795,-53.917,-2.2981
100,104,0.0451,0.204,0.0541,0,0,0,0,0,1,-360,360,56.185,10.647,-54.729,-9.4124
92,93,0.0258,0.0848,0.0218,0,0,0,0,0,1,-360,360,57.623,-11.658,-56.72,12.501
89,90,0.0518,0.188,0.0528,0,0,0,0,0,1,-360,360,58.219,-4.7243,-56.478,5.8132
100,106,0.0605,0.229,0.062,0,0,0,0,0,1,-360,360,60.361,9.476,-58.136,-7.123
103,110,0.03906,0.1813,0.0461,0,0,0,0,0,1,-360,360,60.599,8.3489,-59.149,-6.1524
69,77,0.0309,0.101,0.1038,0,0,0,0,0,1,-360,360,62.209,6.7832,-61.049,-13.803
30,38,0.00464,0.054,0.422,0,0,0,0,0,1,-360,360,62.351,19.026,-62.091,-55.979
89,92,0.0393,0.1581,0.0414,0,0,0,0,0,1,-360,360,63.595,-5.0668,-62.018,7.2916
4,11,0.0209,0.0688,0.01748,0,0,0,0,0,1,-360,360,64.23,-0.2177,-63.364,1.3491
49,51,0.0486,0.137,0.0342,0,0,0,0,0,1,-360,360,66.627,20.443,-64.345,-17.404
110,112,0.0247,0.064,0.062,0,0,0,0,0,1,-360,360,69.459,-30.614,-68,28.512
8,30,0.00431,0.0504,0.514,0,0,0,0,0,1,-360,360,74.16,28.145,-73.805,-75.423
5,11,0.0203,0.0682,0.01738,0,0,0,0,0,1,-360,360,77.225,2.966,-76.016,-0.62059
17,18,0.0123,0.0505,0.01298,0,0,0,0,0,1,-360,360,80.27,24.763,-79.39,-22.405
5,6,0.0119,0.054,0.01426,0,0,0,0,0,1,-360,360,88.47,4.1064,-87.54,-1.2987
26,25,0,0.0382,0,0,0,0,0.96,0,1,-360,360,90.289,21.585,-90.289,-18.64
23,32,0.0317,0.1153,0.1173,0,0,0,0,0,1,-360,360,92.982,5.0542,-90.201,-6.2355
69,70,0.03,0.127,0.122,0,0,0,0,0,1,-360,360,108.38,16.075,-104.94,-13.985
69,75,0.0405,0.122,0.124,0,0,0,0,0,1,-360,360,110.01,20.485,-105.16,-18.308
89,90,0.0238,0.0997,0.106,0,0,0,0,0,1,-360,360,110.83,-5.4421,-107.93,7.0713
100,103,0.016,0.0525,0.0536,0,0,0,0,0,1,-360,360,121.75,-22.148,-119.4,24.358
25,27,0.0318,0.163,0.1764,0,0,0,0,0,1,-360,360,143.52,30.056,-137.13,-15.25
63,59,0,0.0386,0,0,0,0,0.96,0,1,-360,360,151.77,67.483,-151.77,-57.025
68,116,0.00034,0.00405,0.164,0,0,0,1,0,1,-360,360,184.13,-66.358,-184,51.322
89,92,0.0099,0.0505,0.0548,0,0,0,0,0,1,-360,360,201.54,-2.104,-197.56,16.96
26,30,0.00799,0.086,0.908,0,0,0,0,0,1,-360,360,223.71,-11.46,-219.73,-36.572
30,17,0,0.0388,0,0,0,0,0.96,0,1,-360,360,231.19,92.97,-231.19,-70.101
38,37,0,0.0375,0,0,0,0,0.935,0,1,-360,360,243.37,113.6,-243.37,-88.013
8,5,0,0.0267,0,0,0,0,0.985,0,1,-360,360,338.47,124.73,-338.47,-92.008
